x,y
0.0,2.857995753299036
0.5263157894736842,1.84674037585514
1.0526315789473684,4.720459989791454
1.5789473684210527,4.497881839864686
2.1052631578947367,6.32513446776485
2.631578947368421,6.04105123299066
3.1578947368421053,11.101810543093166
3.6842105263157894,10.252975183972811
4.2105263157894735,15.964391962491938
4.7368421052631575,14.580004993588709
5.263157894736842,14.820111204534157
5.789473684210526,18.255113894203635
6.315789473684211,19.44342251268493
6.842105263157895,21.942863837946597
7.368421052631579,19.380760370342124
7.894736842105263,22.022450020733714
8.421052631578947,22.708321129593674
8.947368421052632,24.09363192923095
9.473684210526315,29.212879659975062
10.0,30.081070038861263
